,id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,history_of_default,cred_hist_length,loan_status
22868,22868,23,65004,RENT,0.0,VENTURE,A,6000,8.49,0.09,N,4,0
22869,22869,22,40000,RENT,6.0,MEDICAL,B,2500,11.71,0.06,N,4,0
22870,22870,33,72000,MORTGAGE,7.0,EDUCATION,A,8700,6.92,0.12,N,8,0
22871,22871,28,72000,MORTGAGE,12.0,EDUCATION,A,17000,7.51,0.24,N,8,0
22872,22872,22,69000,MORTGAGE,3.0,EDUCATION,C,16000,13.22,0.23,Y,4,0
22873,22873,27,30000,RENT,8.0,EDUCATION,A,11450,7.9,0.39,N,6,1
22874,22874,31,83000,MORTGAGE,4.0,PERSONAL,A,12000,5.79,0.14,N,6,0
22875,22875,25,73426,MORTGAGE,4.0,VENTURE,C,12000,13.57,0.17,N,3,0
22876,22876,25,60000,RENT,9.0,EDUCATION,A,7000,7.29,0.12,N,3,0
22877,22877,30,70000,RENT,3.0,EDUCATION,C,5000,14.27,0.07,Y,7,0
22878,22878,25,110000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7500,5.42,0.07,N,4,0
22879,22879,31,30000,RENT,3.0,MEDICAL,B,6000,10.75,0.2,N,10,0
22880,22880,31,74000,RENT,1.0,VENTURE,D,10000,16.77,0.14,Y,8,1
22881,22881,32,95000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,25000,10.08,0.26,N,7,0
22882,22882,33,72800,MORTGAGE,3.0,HOMEIMPROVEMENT,D,15000,14.83,0.19,Y,10,0
22883,22883,24,30000,RENT,6.0,PERSONAL,C,10000,12.23,0.33,Y,4,1
22884,22884,26,25596,RENT,0.0,MEDICAL,B,2000,10.99,0.08,N,4,0
22885,22885,25,59600,MORTGAGE,5.0,EDUCATION,D,6000,16.45,0.1,Y,3,1
22886,22886,24,64000,MORTGAGE,9.0,VENTURE,B,10000,10.65,0.16,N,4,0
22887,22887,38,32000,RENT,0.0,MEDICAL,C,8500,13.23,0.28,N,11,1
22888,22888,28,55000,MORTGAGE,6.0,MEDICAL,B,5000,10.38,0.09,N,7,0
22889,22889,22,30000,RENT,3.0,DEBTCONSOLIDATION,B,4000,9.25,0.13,N,3,0
22890,22890,33,49500,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.14,0.2,N,5,0
22891,22891,23,72000,RENT,5.0,EDUCATION,A,6000,7.88,0.08,N,4,0
22892,22892,24,35004,RENT,8.0,EDUCATION,A,7500,6.92,0.21,N,2,0
22893,22893,24,125000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,19000,11.48,0.15,N,3,0
22894,22894,24,82560,OWN,9.0,MEDICAL,B,5000,9.91,0.06,N,4,0
22895,22895,26,75000,RENT,6.0,VENTURE,A,18000,7.88,0.24,N,3,0
22896,22896,29,95000,MORTGAGE,6.0,EDUCATION,A,35000,7.9,0.37,N,5,0
22897,22897,23,110000,MORTGAGE,8.0,EDUCATION,B,10000,11.99,0.09,N,3,0
22898,22898,28,100000,RENT,3.0,PERSONAL,B,20000,11.26,0.2,N,8,0
22899,22899,46,185000,MORTGAGE,22.0,VENTURE,A,5000,6.62,0.03,N,13,0
22900,22900,24,40000,RENT,1.0,DEBTCONSOLIDATION,A,4000,7.88,0.1,N,2,0
22901,22901,21,40000,RENT,5.0,MEDICAL,A,6000,7.51,0.15,N,2,0
22902,22902,27,100800,MORTGAGE,0.0,MEDICAL,B,10800,10.75,0.11,N,7,0
22903,22903,26,60000,RENT,0.0,VENTURE,B,12000,10.39,0.2,N,4,0
22904,22904,41,60000,MORTGAGE,4.0,VENTURE,B,15000,11.71,0.25,N,15,0
22905,22905,24,105000,MORTGAGE,2.0,VENTURE,A,30000,8.9,0.28,N,3,0
22906,22906,24,72000,MORTGAGE,9.0,VENTURE,A,3000,6.39,0.04,N,3,0
22907,22907,23,42000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,2000,14.59,0.05,N,4,1
22908,22908,22,30000,RENT,6.0,EDUCATION,B,6000,10.0,0.2,N,4,1
22909,22909,24,48000,RENT,8.0,EDUCATION,A,12000,7.29,0.25,N,2,0
22910,22910,49,80000,RENT,20.0,HOMEIMPROVEMENT,C,17000,14.27,0.21,N,16,0
22911,22911,29,80000,RENT,0.0,DEBTCONSOLIDATION,C,7000,13.22,0.09,N,8,0
22912,22912,37,72000,MORTGAGE,9.0,MEDICAL,B,19000,10.59,0.26,N,16,0
22913,22913,23,30000,RENT,7.0,EDUCATION,C,4000,13.98,0.13,Y,2,0
22914,22914,27,55000,RENT,11.0,PERSONAL,C,8000,13.23,0.15,Y,9,0
22915,22915,22,85000,MORTGAGE,6.0,EDUCATION,B,20000,9.99,0.24,N,3,0
22916,22916,26,78000,RENT,6.0,EDUCATION,D,3000,14.59,0.04,N,3,0
22917,22917,23,42000,MORTGAGE,5.0,VENTURE,B,8000,10.99,0.19,N,3,0
22918,22918,22,40000,RENT,6.0,EDUCATION,A,12000,7.9,0.3,N,3,0
22919,22919,29,55000,MORTGAGE,6.0,PERSONAL,D,5400,16.89,0.1,Y,7,0
22920,22920,23,44000,RENT,0.0,VENTURE,B,12000,8.88,0.27,N,3,0
22921,22921,27,37000,RENT,0.0,MEDICAL,A,5000,8.9,0.14,N,10,0
22922,22922,24,46000,RENT,2.0,MEDICAL,D,8000,16.49,0.17,Y,4,1
22923,22923,26,28500,RENT,3.0,DEBTCONSOLIDATION,A,3500,5.42,0.13,N,4,0
22924,22924,25,95000,RENT,3.0,PERSONAL,A,19200,7.9,0.2,N,4,0
22925,22925,27,48000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,20000,6.54,0.39,N,9,0
22926,22926,24,35000,RENT,2.0,EDUCATION,C,6000,12.68,0.17,Y,3,0
22927,22927,31,26000,RENT,0.0,EDUCATION,C,7500,13.23,0.3,Y,8,0
22928,22928,26,35000,RENT,1.0,PERSONAL,C,10000,14.22,0.29,N,2,0
22929,22929,27,85000,MORTGAGE,12.0,EDUCATION,A,4000,6.03,0.05,N,8,0
22930,22930,22,75000,RENT,3.0,EDUCATION,A,4000,7.49,0.05,N,4,0
22931,22931,25,35000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6000,10.37,0.17,N,4,0
22932,22932,30,36000,RENT,1.0,MEDICAL,C,6000,14.27,0.17,N,6,0
22933,22933,27,56400,RENT,2.0,EDUCATION,A,7000,8.9,0.12,N,9,0
22934,22934,25,120000,MORTGAGE,5.0,EDUCATION,A,5000,7.88,0.04,N,2,0
22935,22935,29,32000,RENT,3.0,EDUCATION,B,15000,10.99,0.47,N,9,1
22936,22936,26,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15000,8.94,0.13,N,2,0
22937,22937,24,62000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,7.29,0.19,N,4,0
22938,22938,27,145000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,19200,7.49,0.13,N,5,0
22939,22939,42,60000,RENT,11.0,VENTURE,C,8000,15.96,0.13,Y,17,0
22940,22940,32,85000,RENT,0.0,PERSONAL,A,10000,9.32,0.12,N,6,0
22941,22941,27,53724,RENT,1.0,DEBTCONSOLIDATION,A,4500,5.79,0.09,N,7,0
22942,22942,27,33000,RENT,3.0,DEBTCONSOLIDATION,C,3000,13.11,0.09,Y,5,1
22943,22943,27,100000,RENT,1.0,EDUCATION,A,12000,7.51,0.12,N,6,0
22944,22944,32,65000,MORTGAGE,11.0,VENTURE,A,3600,5.42,0.06,N,7,0
22945,22945,27,75000,RENT,0.0,PERSONAL,C,12000,13.49,0.16,Y,8,0
22946,22946,27,57500,MORTGAGE,11.0,DEBTCONSOLIDATION,A,11250,6.62,0.19,N,6,0
22947,22947,22,48000,RENT,0.0,EDUCATION,A,3000,7.49,0.06,N,2,0
22948,22948,23,72000,MORTGAGE,7.0,EDUCATION,C,3200,12.68,0.04,N,4,0
22949,22949,23,78000,RENT,4.0,EDUCATION,B,24000,10.99,0.31,N,2,0
22950,22950,25,49992,RENT,5.0,HOMEIMPROVEMENT,D,8000,15.62,0.16,Y,3,0
22951,22951,23,58200,RENT,2.0,EDUCATION,B,2000,10.38,0.03,N,4,0
22952,22952,28,118000,MORTGAGE,7.0,PERSONAL,D,25000,15.31,0.21,Y,6,1
22953,22953,34,74000,RENT,2.0,PERSONAL,E,12000,16.4,0.16,Y,7,1
22954,22954,21,25000,RENT,3.0,EDUCATION,A,1000,7.29,0.04,N,3,0
22955,22955,26,115000,RENT,5.0,MEDICAL,A,10000,8.9,0.09,N,2,0
22956,22956,22,44004,RENT,6.0,MEDICAL,E,5000,16.32,0.11,N,3,1
22957,22957,37,24000,RENT,2.0,PERSONAL,A,3500,7.88,0.15,N,14,0
22958,22958,28,60000,RENT,4.0,PERSONAL,C,10000,13.57,0.17,N,8,0
22959,22959,29,70000,MORTGAGE,3.0,PERSONAL,A,10000,5.99,0.14,N,5,0
22960,22960,30,72321,OTHER,0.0,HOMEIMPROVEMENT,B,15000,10.36,0.21,N,9,0
22961,22961,22,65004,MORTGAGE,6.0,EDUCATION,A,4000,8.9,0.06,N,3,0
22962,22962,26,120000,MORTGAGE,4.0,VENTURE,A,5000,7.49,0.04,N,2,0
22963,22963,23,46000,RENT,7.0,EDUCATION,B,7000,10.25,0.16,N,2,0
22964,22964,32,69000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,12000,10.99,0.17,N,7,1
22965,22965,24,110004,RENT,8.0,HOMEIMPROVEMENT,B,15000,11.14,0.14,N,4,0
22966,22966,29,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,14000,7.88,0.23,N,10,0
22967,22967,30,40000,RENT,4.0,MEDICAL,C,4000,13.57,0.1,Y,9,0
22968,22968,23,36000,RENT,3.0,PERSONAL,B,6000,11.49,0.17,N,2,0
22969,22969,24,50000,RENT,3.0,MEDICAL,A,12000,7.29,0.24,N,2,0
22970,22970,26,40000,RENT,10.0,EDUCATION,A,10000,6.99,0.25,N,2,0
22971,22971,25,77000,RENT,9.0,EDUCATION,B,19600,10.62,0.25,N,2,0
22972,22972,30,50000,RENT,6.0,PERSONAL,C,3600,13.49,0.07,N,10,0
22973,22973,28,50000,RENT,2.0,EDUCATION,C,10000,13.49,0.2,N,7,0
22974,22974,21,20000,RENT,3.0,PERSONAL,B,3000,10.99,0.15,N,4,0
22975,22975,29,39000,RENT,1.0,MEDICAL,C,12000,15.26,0.31,N,7,1
22976,22976,29,135000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,12000,6.92,0.09,N,8,0
22977,22977,37,30000,RENT,7.0,EDUCATION,B,10000,9.25,0.33,N,17,1
22978,22978,28,76000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,13500,9.99,0.18,N,6,0
22979,22979,31,36000,RENT,7.0,EDUCATION,B,10000,9.63,0.28,N,5,0
22980,22980,26,30000,RENT,3.0,PERSONAL,B,12000,11.71,0.4,N,3,1
22981,22981,25,120000,MORTGAGE,3.0,VENTURE,A,10000,5.99,0.08,N,3,0
22982,22982,26,44000,RENT,3.0,MEDICAL,A,6000,7.49,0.14,N,4,0
22983,22983,26,74000,RENT,2.0,EDUCATION,D,10000,16.07,0.14,N,3,1
22984,22984,34,40000,RENT,2.0,EDUCATION,B,3000,11.83,0.07,N,10,0
22985,22985,24,70000,RENT,0.0,VENTURE,B,10000,10.25,0.14,N,2,0
22986,22986,61,60000,MORTGAGE,11.0,PERSONAL,C,2000,13.61,0.03,Y,19,0
22987,22987,29,200000,MORTGAGE,13.0,MEDICAL,B,25000,10.08,0.12,N,8,0
22988,22988,25,46000,RENT,4.0,DEBTCONSOLIDATION,C,6000,13.23,0.13,Y,3,0
22989,22989,25,50000,RENT,9.0,DEBTCONSOLIDATION,A,5000,6.03,0.1,N,3,0
22990,22990,22,65000,MORTGAGE,5.0,MEDICAL,B,10000,9.76,0.15,N,4,0
22991,22991,30,51420,RENT,0.0,PERSONAL,C,10400,12.84,0.22,Y,10,0
22992,22992,23,90000,RENT,2.0,PERSONAL,B,12000,11.26,0.13,N,2,0
22993,22993,35,100000,MORTGAGE,13.0,EDUCATION,A,12000,7.88,0.12,N,6,0
22994,22994,32,60000,MORTGAGE,17.0,VENTURE,B,26000,9.91,0.43,N,6,0
22995,22995,27,37000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2000,7.66,0.05,N,6,0
22996,22996,25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,17000,6.03,0.24,N,2,0
22997,22997,23,63000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,7.29,0.19,N,4,0
22998,22998,36,62000,MORTGAGE,3.0,EDUCATION,B,10000,9.51,0.16,N,12,0
22999,22999,24,35880,RENT,2.0,PERSONAL,A,5000,7.51,0.14,N,4,0
23000,23000,30,85332,RENT,3.0,VENTURE,C,14000,13.11,0.16,Y,5,0
23001,23001,27,90000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10700,7.14,0.12,N,6,0
23002,23002,22,95000,RENT,3.0,VENTURE,B,16000,11.48,0.18,N,2,0
23003,23003,23,60000,MORTGAGE,7.0,EDUCATION,A,8500,6.03,0.14,N,4,0
23004,23004,22,54000,RENT,6.0,VENTURE,E,9000,18.64,0.17,N,2,1
23005,23005,42,66725,RENT,3.0,MEDICAL,D,9000,16.29,0.11,Y,13,1
23006,23006,24,60000,RENT,3.0,EDUCATION,A,20000,7.88,0.33,N,2,1
23007,23007,24,76500,MORTGAGE,1.0,MEDICAL,B,13650,10.74,0.17,N,2,0
23008,23008,27,52000,RENT,11.0,EDUCATION,A,10000,6.92,0.19,N,5,0
23009,23009,27,75000,MORTGAGE,4.0,PERSONAL,A,6000,6.76,0.08,N,9,0
23010,23010,22,70000,RENT,4.0,MEDICAL,A,10000,6.99,0.14,N,3,0
23011,23011,22,48500,RENT,6.0,MEDICAL,C,18000,12.29,0.37,Y,2,1
23012,23012,24,25200,RENT,1.0,MEDICAL,D,7000,15.99,0.28,Y,3,1
23013,23013,22,95000,MORTGAGE,6.0,EDUCATION,A,15000,5.79,0.16,N,2,0
23014,23014,26,80000,MORTGAGE,2.0,MEDICAL,B,10000,9.63,0.13,N,2,0
23015,23015,37,50000,RENT,12.0,DEBTCONSOLIDATION,C,9000,13.11,0.18,N,11,0
23016,23016,42,60000,OWN,0.0,PERSONAL,D,12000,15.21,0.2,Y,14,0
23017,23017,22,60000,RENT,0.0,EDUCATION,B,5000,10.25,0.08,N,3,0
23018,23018,42,28800,MORTGAGE,2.0,PERSONAL,C,6000,13.43,0.21,Y,14,0
23019,23019,30,29000,RENT,14.0,MEDICAL,A,2500,7.4,0.09,N,6,1
23020,23020,22,39000,RENT,1.0,PERSONAL,D,5000,14.84,0.13,N,3,1
23021,23021,22,69500,MORTGAGE,2.0,EDUCATION,D,7000,14.96,0.1,Y,2,0
23022,23022,24,88000,MORTGAGE,4.0,VENTURE,E,15000,17.04,0.17,Y,2,0
23023,23023,31,45000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,15000,6.54,0.33,N,6,0
23024,23024,27,36000,RENT,3.0,PERSONAL,C,3000,13.49,0.08,N,7,1
23025,23025,29,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,11.49,0.19,N,8,0
23026,23026,24,108000,RENT,4.0,EDUCATION,B,25000,10.74,0.23,N,3,0
23027,23027,37,56000,MORTGAGE,0.0,DEBTCONSOLIDATION,F,15000,17.26,0.27,Y,12,1
23028,23028,26,94800,MORTGAGE,1.0,VENTURE,B,6000,12.69,0.06,N,3,0
23029,23029,33,19000,RENT,1.0,DEBTCONSOLIDATION,D,4000,15.62,0.21,N,9,1
23030,23030,35,68004,RENT,3.0,PERSONAL,D,17000,16.49,0.26,N,9,0
23031,23031,23,52000,MORTGAGE,5.0,VENTURE,B,10000,10.37,0.19,N,3,0
23032,23032,27,48000,RENT,1.0,MEDICAL,B,8700,10.71,0.18,N,10,1
23033,23033,29,90000,MORTGAGE,4.0,VENTURE,A,12000,7.88,0.13,N,10,0
23034,23034,32,130000,RENT,9.0,PERSONAL,B,17600,10.36,0.14,N,9,0
23035,23035,27,58000,RENT,11.0,HOMEIMPROVEMENT,B,1800,9.99,0.03,N,9,0
23036,23036,23,39000,RENT,8.0,PERSONAL,B,9250,12.21,0.25,N,4,0
23037,23037,26,25000,RENT,3.0,VENTURE,B,5000,9.99,0.2,N,2,0
23038,23038,23,48180,RENT,1.0,VENTURE,C,6000,13.98,0.12,Y,4,0
23039,23039,25,23196,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7500,11.89,0.32,N,4,0
23040,23040,30,84000,MORTGAGE,4.0,EDUCATION,B,10000,10.75,0.12,N,5,0
23041,23041,32,50000,OWN,16.0,HOMEIMPROVEMENT,A,8000,7.49,0.16,N,10,0
23042,23042,28,72000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6000,9.91,0.08,N,5,0
23043,23043,31,90000,MORTGAGE,13.0,PERSONAL,C,12000,12.73,0.13,N,8,0
23044,23044,22,40000,RENT,6.0,DEBTCONSOLIDATION,B,15000,11.71,0.38,N,4,1
23045,23045,28,114996,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,11.14,0.13,N,7,0
23046,23046,28,75000,MORTGAGE,5.0,PERSONAL,A,15000,7.9,0.2,N,7,0
23047,23047,25,71000,RENT,0.0,DEBTCONSOLIDATION,C,8500,12.53,0.12,Y,3,0
23048,23048,28,69996,RENT,12.0,HOMEIMPROVEMENT,A,25000,5.42,0.35,N,6,1
23049,23049,23,88500,MORTGAGE,3.0,EDUCATION,B,12000,10.38,0.14,N,4,0
23050,23050,25,32400,RENT,1.0,MEDICAL,B,4800,9.99,0.15,N,4,0
23051,23051,26,30000,RENT,1.0,DEBTCONSOLIDATION,D,3000,15.33,0.1,Y,4,1
23052,23052,24,62400,RENT,8.0,VENTURE,B,20000,10.65,0.32,N,4,1
23053,23053,37,26000,RENT,1.0,MEDICAL,B,10000,10.99,0.38,N,12,1
23054,23054,27,65000,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.35,0.18,Y,7,0
23055,23055,24,40000,RENT,0.0,MEDICAL,B,15000,11.71,0.38,N,2,1
23056,23056,28,110000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,25000,11.12,0.23,N,10,0
23057,23057,25,44000,MORTGAGE,1.0,MEDICAL,A,2200,6.76,0.05,N,2,0
23058,23058,22,72000,RENT,2.0,MEDICAL,A,6000,7.9,0.08,N,4,0
23059,23059,27,50000,RENT,0.0,DEBTCONSOLIDATION,C,4000,12.99,0.08,Y,6,0
23060,23060,22,36000,MORTGAGE,6.0,VENTURE,A,4000,5.42,0.11,N,2,0
23061,23061,23,55512,RENT,4.0,MEDICAL,C,19550,13.61,0.34,Y,2,1
23062,23062,23,50000,RENT,1.0,EDUCATION,B,4800,11.71,0.1,N,3,0
23063,23063,26,36000,RENT,2.0,DEBTCONSOLIDATION,D,10000,14.74,0.28,Y,3,1
23064,23064,23,50000,RENT,7.0,VENTURE,B,7000,10.37,0.14,N,2,0
23065,23065,28,30000,OWN,0.0,EDUCATION,D,3000,15.7,0.1,Y,9,0
23066,23066,23,40000,RENT,4.0,EDUCATION,A,4000,7.88,0.1,N,4,0
23067,23067,24,98000,RENT,0.0,VENTURE,E,18000,17.39,0.18,Y,4,1
23068,23068,33,90000,MORTGAGE,1.0,EDUCATION,A,5600,5.42,0.06,N,6,0
23069,23069,25,40000,RENT,6.0,EDUCATION,C,5000,12.99,0.13,Y,3,0
23070,23070,26,50000,OWN,10.0,VENTURE,B,2000,12.69,0.04,N,4,0
23071,23071,22,54996,RENT,0.0,HOMEIMPROVEMENT,D,10000,14.11,0.18,Y,3,1
23072,23072,29,44000,RENT,4.0,VENTURE,A,12000,7.29,0.27,N,5,0
23073,23073,26,84000,MORTGAGE,10.0,EDUCATION,A,10000,6.92,0.12,N,4,0
23074,23074,29,120000,RENT,0.0,VENTURE,B,12000,11.71,0.1,N,5,0
23075,23075,32,70000,RENT,3.0,MEDICAL,B,2000,11.86,0.03,N,6,0
23076,23076,23,85000,MORTGAGE,1.0,MEDICAL,A,10000,7.51,0.12,N,2,0
23077,23077,31,24000,RENT,0.0,MEDICAL,A,6000,8.9,0.25,N,10,0
23078,23078,26,39996,RENT,3.0,EDUCATION,B,1200,10.37,0.03,N,2,0
23079,23079,23,51600,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6000,8.94,0.12,N,2,0
23080,23080,22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,11.36,0.1,N,4,0
23081,23081,26,60000,RENT,5.0,PERSONAL,B,15000,11.99,0.25,N,3,1
23082,23082,29,100000,OWN,9.0,MEDICAL,A,10000,8.59,0.1,N,8,0
23083,23083,33,60000,RENT,4.0,PERSONAL,B,10000,11.11,0.17,N,9,0
23084,23084,24,52000,RENT,3.0,MEDICAL,C,7000,13.92,0.13,Y,4,0
23085,23085,23,20000,RENT,3.0,EDUCATION,B,1750,10.95,0.09,N,2,0
23086,23086,34,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,8000,12.98,0.1,Y,8,0
23087,23087,28,85000,RENT,0.0,EDUCATION,B,12000,9.99,0.14,N,6,0
23088,23088,22,35000,RENT,0.0,MEDICAL,B,6500,10.75,0.19,N,4,0
23089,23089,30,48996,RENT,4.0,DEBTCONSOLIDATION,D,5000,15.99,0.1,N,10,1
23090,23090,28,140000,RENT,4.0,HOMEIMPROVEMENT,C,15000,13.16,0.11,N,6,0
23091,23091,26,27000,RENT,0.0,HOMEIMPROVEMENT,A,6000,8.0,0.22,N,4,0
23092,23092,21,50000,RENT,5.0,MEDICAL,A,7300,7.88,0.15,N,4,0
23093,23093,29,80000,RENT,0.0,HOMEIMPROVEMENT,B,13000,10.99,0.16,N,5,0
23094,23094,23,50000,MORTGAGE,4.0,VENTURE,B,8850,10.14,0.17,N,2,0
23095,23095,24,70000,RENT,3.0,EDUCATION,A,10000,6.62,0.14,N,2,0
23096,23096,29,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,5.42,0.15,N,6,0
23097,23097,22,55000,MORTGAGE,1.0,PERSONAL,A,15000,5.79,0.27,N,2,0
23098,23098,27,26400,OWN,4.0,PERSONAL,A,8000,7.51,0.3,N,8,0
23099,23099,21,85000,MORTGAGE,5.0,PERSONAL,A,5000,7.43,0.06,N,3,0
23100,23100,33,36000,RENT,4.0,DEBTCONSOLIDATION,C,5000,13.61,0.14,N,10,0
23101,23101,23,57000,MORTGAGE,7.0,MEDICAL,C,6500,13.04,0.11,Y,2,1
23102,23102,32,75000,OWN,3.0,EDUCATION,B,16000,10.99,0.21,N,9,0
23103,23103,23,92000,MORTGAGE,7.0,EDUCATION,A,5000,8.0,0.05,N,4,0
23104,23104,36,110000,MORTGAGE,7.0,VENTURE,A,10000,6.03,0.09,N,13,0
23105,23105,24,55000,MORTGAGE,8.0,PERSONAL,A,3000,5.42,0.05,N,2,0
23106,23106,22,95000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,25000,12.73,0.26,Y,3,0
23107,23107,28,48000,RENT,4.0,MEDICAL,C,5000,12.99,0.1,Y,9,0
23108,23108,40,110000,RENT,2.0,MEDICAL,A,6000,8.94,0.05,N,13,0
23109,23109,23,40000,RENT,1.0,MEDICAL,C,5000,13.85,0.13,Y,2,0
23110,23110,29,60000,MORTGAGE,0.0,PERSONAL,C,6000,12.23,0.1,Y,6,0
23111,23111,37,72000,RENT,3.0,MEDICAL,B,12000,10.74,0.17,N,17,0
23112,23112,30,100000,RENT,5.0,VENTURE,A,6000,7.14,0.06,N,9,0
23113,23113,26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,7.66,0.06,N,4,0
23114,23114,28,65454,MORTGAGE,13.0,DEBTCONSOLIDATION,B,8500,10.99,0.13,N,7,0
23115,23115,25,89000,OWN,9.0,VENTURE,C,10000,12.99,0.11,Y,4,0
23116,23116,27,75000,RENT,2.0,DEBTCONSOLIDATION,C,8600,12.99,0.12,Y,7,0
23117,23117,29,69996,MORTGAGE,7.0,HOMEIMPROVEMENT,B,3000,11.49,0.04,N,8,0
23118,23118,36,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,11.86,0.25,N,11,0
23119,23119,23,30000,OWN,2.0,EDUCATION,B,10000,9.91,0.33,N,4,0
23120,23120,23,40000,RENT,5.0,EDUCATION,A,5400,7.29,0.14,N,4,0
23121,23121,23,54000,RENT,7.0,DEBTCONSOLIDATION,A,5000,7.29,0.09,N,3,0
23122,23122,30,75000,RENT,2.0,HOMEIMPROVEMENT,D,12000,16.29,0.16,N,6,0
23123,23123,28,60000,RENT,5.0,VENTURE,C,8000,12.73,0.13,Y,10,0
23124,23124,45,118400,MORTGAGE,6.0,EDUCATION,A,12400,6.62,0.1,N,13,0
23125,23125,23,57500,RENT,2.0,EDUCATION,A,3200,5.42,0.06,N,4,0
23126,23126,31,90000,RENT,10.0,DEBTCONSOLIDATION,B,10000,12.21,0.11,N,6,0
23127,23127,28,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,12000,7.49,0.2,N,6,0
23128,23128,28,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,4000,15.62,0.08,N,5,0
23129,23129,25,75000,RENT,0.0,HOMEIMPROVEMENT,A,9000,7.49,0.12,N,4,0
23130,23130,30,50600,RENT,9.0,PERSONAL,B,12000,9.91,0.24,N,6,0
23131,23131,23,50000,RENT,5.0,EDUCATION,A,10000,7.88,0.2,N,3,0
23132,23132,29,108000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,10.59,0.14,N,9,1
23133,23133,36,60000,RENT,0.0,PERSONAL,A,12000,5.79,0.2,N,14,0
23134,23134,23,50000,MORTGAGE,4.0,EDUCATION,A,8000,7.51,0.16,N,4,0
23135,23135,22,80000,MORTGAGE,6.0,VENTURE,A,6000,5.79,0.07,N,2,0
23136,23136,23,75000,MORTGAGE,5.0,EDUCATION,A,15000,7.49,0.2,N,4,0
23137,23137,30,77000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5400,7.29,0.07,N,7,0
23138,23138,26,32000,MORTGAGE,10.0,MEDICAL,C,3500,11.97,0.11,N,2,0
23139,23139,29,90000,OWN,13.0,HOMEIMPROVEMENT,C,10000,12.87,0.11,N,5,0
23140,23140,30,42000,RENT,5.0,VENTURE,B,2000,11.49,0.05,N,8,0
23141,23141,36,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.29,0.17,N,16,0
23142,23142,24,52800,MORTGAGE,2.0,EDUCATION,D,10800,15.21,0.21,N,2,0
23143,23143,28,40000,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.49,0.1,N,10,0
23144,23144,22,60000,OWN,6.0,EDUCATION,C,15000,13.79,0.25,Y,4,0
23145,23145,25,36000,RENT,4.0,MEDICAL,B,8400,11.71,0.23,N,4,0
23146,23146,24,28800,RENT,2.0,MEDICAL,A,3000,7.51,0.1,N,2,0
23147,23147,23,70000,RENT,2.0,MEDICAL,B,7200,9.62,0.1,N,3,0
23148,23148,25,60000,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.65,0.17,N,2,0
23149,23149,52,60000,OWN,0.0,PERSONAL,A,5000,8.94,0.08,N,18,0
23150,23150,22,55000,RENT,6.0,VENTURE,B,6000,10.62,0.11,N,2,0
23151,23151,24,39000,OWN,2.0,PERSONAL,D,5000,14.84,0.13,N,4,0
23152,23152,22,33000,MORTGAGE,6.0,MEDICAL,A,2000,7.9,0.06,N,4,0
23153,23153,23,30000,RENT,0.0,DEBTCONSOLIDATION,B,1000,11.71,0.03,N,2,1
